,Country,EdLevel,YearsCodePro,Salary
7632,United States of America,Bachelor’s degree,2.0,42000.0
7637,France,Master’s degree,2.0,40537.0
7638,United States of America,Bachelor’s degree,11.0,182000.0
7640,United States of America,Less than a Bachelors degree,2.0,65000.0
7641,United States of America,Bachelor’s degree,9.0,116000.0
7648,United States of America,Bachelor’s degree,13.0,175000.0
7649,United States of America,Post graduation,11.0,58000.0
7653,Australia,Bachelor’s degree,11.0,80172.0
7654,United States of America,Less than a Bachelors degree,5.0,80000.0
7668,United States of America,Bachelor’s degree,2.0,70000.0
7669,United States of America,Less than a Bachelors degree,4.0,110000.0
7670,Netherlands,Bachelor’s degree,3.0,41124.0
7673,India,Bachelor’s degree,0.5,36300.0
7676,United States of America,Less than a Bachelors degree,17.0,200000.0
7684,Germany,Less than a Bachelors degree,4.0,102693.0
7689,Germany,Bachelor’s degree,13.0,64643.0
7693,United States of America,Bachelor’s degree,5.0,63000.0
7702,Brazil,Bachelor’s degree,6.0,200000.0
7703,United States of America,Bachelor’s degree,1.0,78000.0
7707,France,Master’s degree,13.0,81074.0
7712,Brazil,Bachelor’s degree,9.0,24744.0
7713,Germany,Bachelor’s degree,4.0,53509.0
7715,Brazil,Bachelor’s degree,4.0,21996.0
7717,United States of America,Less than a Bachelors degree,3.0,80000.0
7719,United States of America,Bachelor’s degree,2.0,36000.0
7722,India,Bachelor’s degree,4.0,39093.0
7725,Germany,Bachelor’s degree,5.0,75669.0
7727,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,1.0,59459.0
7728,United States of America,Bachelor’s degree,14.0,135000.0
7731,United States of America,Bachelor’s degree,6.0,98000.0
7734,United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,93067.0
7735,United States of America,Bachelor’s degree,3.0,90000.0
7738,United States of America,Less than a Bachelors degree,7.0,80000.0
7743,United States of America,Less than a Bachelors degree,18.0,144000.0
7746,United States of America,Bachelor’s degree,7.0,110000.0
7748,United States of America,Bachelor’s degree,9.0,200000.0
7753,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,155111.0
7755,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,5.0,36193.0
7756,France,Post graduation,8.0,73507.0
7758,Netherlands,Bachelor’s degree,8.0,75669.0
7760,Germany,Master’s degree,10.0,84316.0
7762,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,5.0,51704.0
7766,United States of America,Bachelor’s degree,11.0,225000.0
7769,United States of America,Bachelor’s degree,5.0,125000.0
7770,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,84019.0
7778,Germany,Bachelor’s degree,4.0,64860.0
7779,France,Master’s degree,10.0,70264.0
7780,Canada,Master’s degree,3.0,75631.0
7784,United States of America,Bachelor’s degree,6.0,112000.0
7787,United States of America,Bachelor’s degree,0.5,100000.0
7788,Canada,Master’s degree,3.0,60505.0
7789,United States of America,Bachelor’s degree,5.0,88000.0
7791,Canada,Post graduation,5.0,98321.0
7797,United States of America,Bachelor’s degree,5.0,100000.0
7802,Canada,Master’s degree,7.0,59749.0
7803,United States of America,Less than a Bachelors degree,21.0,85000.0
7804,United States of America,Bachelor’s degree,5.0,127500.0
7806,Germany,Bachelor’s degree,4.0,46482.0
7807,Australia,Bachelor’s degree,5.0,40080.0
7811,France,Bachelor’s degree,9.0,58373.0
7812,France,Master’s degree,11.0,124300.0
7819,France,Bachelor’s degree,5.0,18156.0
7820,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,148648.0
7822,Spain,Bachelor’s degree,4.0,121070.0
7830,United States of America,Bachelor’s degree,7.0,165000.0
7836,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,48472.0
7843,France,Master’s degree,11.0,77831.0
7846,United States of America,Less than a Bachelors degree,10.0,100000.0
7849,United States of America,Bachelor’s degree,4.0,79000.0
7853,United States of America,Bachelor’s degree,5.0,112500.0
7854,Germany,Bachelor’s degree,12.0,84316.0
7860,United States of America,Less than a Bachelors degree,14.0,79139.0
7861,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,34.0,139600.0
7863,United States of America,Bachelor’s degree,22.0,170000.0
7868,United States of America,Bachelor’s degree,18.0,214000.0
7872,United States of America,Less than a Bachelors degree,2.0,50000.0
7878,United States of America,Less than a Bachelors degree,5.0,95000.0
7882,Germany,Master’s degree,3.0,67021.0
7883,India,Bachelor’s degree,5.0,20943.0
7888,Netherlands,Bachelor’s degree,14.0,54480.0
7898,France,Bachelor’s degree,4.0,41077.0
7900,Australia,Bachelor’s degree,2.0,56788.0
7901,France,Master’s degree,5.0,50728.0
7906,Germany,Master’s degree,2.0,64859.0
7907,United States of America,Bachelor’s degree,4.0,162500.0
7908,United States of America,Less than a Bachelors degree,20.0,150000.0
7911,United States of America,Bachelor’s degree,6.0,165000.0
7913,United States of America,Bachelor’s degree,25.0,122500.0
7914,United States of America,Less than a Bachelors degree,3.0,90000.0
7915,Brazil,Less than a Bachelors degree,2.0,10440.0
7916,Brazil,Bachelor’s degree,4.0,15120.0
7918,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,51704.0
7921,United States of America,Bachelor’s degree,4.0,125000.0
7923,United States of America,Bachelor’s degree,5.0,69000.0
7931,Germany,Bachelor’s degree,5.0,48000.0
7935,United States of America,Bachelor’s degree,6.0,250000.0
7936,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,232667.0
7937,Italy,Less than a Bachelors degree,2.0,43239.0
7940,United States of America,Master’s degree,11.0,150000.0
7946,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,64630.0
7952,United States of America,Less than a Bachelors degree,5.0,47000.0
7954,United States of America,Master’s degree,4.0,140000.0
7957,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,71093.0
7959,United States of America,Bachelor’s degree,4.0,48916.0
7960,United States of America,Bachelor’s degree,3.0,185515.0
7961,Netherlands,Master’s degree,6.0,51347.0
7963,United States of America,Bachelor’s degree,25.0,208000.0
7972,Brazil,Bachelor’s degree,5.0,13740.0
7975,United States of America,Less than a Bachelors degree,2.0,50000.0
7977,Netherlands,Master’s degree,20.0,216196.0
7987,United States of America,Less than a Bachelors degree,11.0,227000.0
7988,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,7.0,116333.0
7992,United States of America,Bachelor’s degree,13.0,108000.0
8006,United States of America,Bachelor’s degree,3.0,100000.0
8007,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,52996.0
8008,United States of America,Master’s degree,1.0,128000.0
8009,Brazil,Master’s degree,10.0,10992.0
8010,United States of America,Less than a Bachelors degree,20.0,160000.0
8011,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,45241.0
8013,United States of America,Bachelor’s degree,9.0,45000.0
8016,France,Post graduation,16.0,54049.0
8018,Canada,Master’s degree,5.0,71850.0
8036,United States of America,Less than a Bachelors degree,3.0,72000.0
8037,Netherlands,Master’s degree,5.0,70264.0
8038,United States of America,Less than a Bachelors degree,6.0,103000.0
8039,United States of America,Bachelor’s degree,2.0,150000.0
8041,France,Master’s degree,0.5,38915.0
8042,Germany,Master’s degree,1.0,60535.0
8044,India,Less than a Bachelors degree,11.0,25829.0
8056,United States of America,Bachelor’s degree,5.0,150000.0
8057,India,Bachelor’s degree,7.0,13956.0
8058,India,Bachelor’s degree,4.0,11724.0
8060,France,Master’s degree,3.0,35028.0
8061,United States of America,Less than a Bachelors degree,6.0,125000.0
8064,United States of America,Bachelor’s degree,6.0,220000.0
8066,United States of America,Bachelor’s degree,3.0,70000.0
8069,United States of America,Master’s degree,15.0,175000.0
8071,United States of America,Less than a Bachelors degree,5.0,54000.0
8073,Brazil,Less than a Bachelors degree,3.0,41232.0
8074,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,135722.0
8076,United States of America,Less than a Bachelors degree,32.0,230000.0
8077,United States of America,Bachelor’s degree,14.0,163000.0
8079,United States of America,Less than a Bachelors degree,4.0,45000.0
8091,United States of America,Bachelor’s degree,25.0,200000.0
8096,United States of America,Less than a Bachelors degree,29.0,138553.0
8097,United States of America,Bachelor’s degree,10.0,84000.0
8098,United States of America,Less than a Bachelors degree,3.0,36000.0
8099,Canada,Bachelor’s degree,20.0,108000.0
8100,United States of America,Bachelor’s degree,37.0,103000.0
8101,Brazil,Bachelor’s degree,8.0,16488.0
8103,United States of America,Less than a Bachelors degree,2.0,80000.0
8105,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,85958.0
8108,United States of America,Master’s degree,1.0,105000.0
8121,United States of America,Bachelor’s degree,17.0,70000.0
8126,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,33607.0
8131,United States of America,Bachelor’s degree,5.0,106000.0
8134,Canada,Bachelor’s degree,10.0,37816.0
8142,United States of America,Post graduation,10.0,120000.0
8146,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,24.0,109871.0
8152,United States of America,Less than a Bachelors degree,2.0,71000.0
8155,United States of America,Less than a Bachelors degree,23.0,140000.0
8161,United States of America,Post graduation,12.0,96000.0
8164,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,15.0,62040.0
8166,Brazil,Bachelor’s degree,2.0,12924.0
8173,United States of America,Master’s degree,16.0,109000.0
8174,Germany,Less than a Bachelors degree,21.0,48644.0
8176,United States of America,Less than a Bachelors degree,2.0,45000.0
8181,United States of America,Bachelor’s degree,4.0,180000.0
8188,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,43948.0
8191,United States of America,Master’s degree,25.0,232807.0
8192,Germany,Master’s degree,20.0,64860.0
8196,United States of America,Bachelor’s degree,44.0,160000.0
8197,United States of America,Master’s degree,18.0,122000.0
8198,United Kingdom of Great Britain and Northern Ireland,Post graduation,3.0,71093.0
8201,United States of America,Bachelor’s degree,7.0,165000.0
8207,Canada,Master’s degree,6.0,71850.0
8224,United States of America,Bachelor’s degree,14.0,80000.0
8227,United States of America,Bachelor’s degree,9.0,175000.0
8228,United States of America,Bachelor’s degree,4.0,62000.0
8230,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,1.0,30376.0
8232,United States of America,Bachelor’s degree,3.0,105000.0
8233,United States of America,Master’s degree,11.0,46513.0
8237,United States of America,Less than a Bachelors degree,1.0,70000.0
8239,United States of America,Master’s degree,10.0,98000.0
8241,Netherlands,Master’s degree,3.0,51888.0
8246,United States of America,Bachelor’s degree,31.0,135000.0
8251,Spain,Less than a Bachelors degree,4.0,24648.0
8261,Brazil,Master’s degree,10.0,27488.0
8265,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,20.0,56874.0
8267,United States of America,Bachelor’s degree,5.0,225000.0
8268,France,Post graduation,34.0,64859.0
8272,United States of America,Bachelor’s degree,10.0,71400.0
8277,India,Less than a Bachelors degree,1.0,11724.0
8278,United States of America,Bachelor’s degree,6.0,120000.0
8281,United States of America,Bachelor’s degree,5.0,101700.0
8283,United States of America,Bachelor’s degree,15.0,150000.0
8284,United States of America,Bachelor’s degree,2.0,34400.0
8288,Canada,Bachelor’s degree,5.0,72606.0
8290,Canada,Less than a Bachelors degree,0.5,36303.0
8291,United States of America,Master’s degree,1.0,55000.0
8293,United States of America,Master’s degree,0.5,105000.0
8296,United States of America,Master’s degree,11.0,134000.0
8297,United States of America,Master’s degree,7.0,250000.0
8299,United States of America,Master’s degree,22.0,110000.0
8300,United States of America,Less than a Bachelors degree,14.0,60000.0
8301,India,Bachelor’s degree,13.0,30156.0
8307,United States of America,Bachelor’s degree,2.0,80077.0
8311,Germany,Master’s degree,10.0,81074.0
8313,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,41.0,96945.0
8318,United States of America,Master’s degree,20.0,165000.0
8323,United States of America,Bachelor’s degree,14.0,138000.0
8328,Brazil,Less than a Bachelors degree,3.0,12372.0
8329,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,90482.0
8330,United States of America,Less than a Bachelors degree,22.0,165000.0
8333,United States of America,Bachelor’s degree,9.0,105000.0
8338,Australia,Less than a Bachelors degree,10.0,120257.0
8339,France,Bachelor’s degree,1.0,11940.0
8343,United States of America,Post graduation,8.0,187000.0
8345,United States of America,Less than a Bachelors degree,16.0,120000.0
8348,United States of America,Bachelor’s degree,5.0,44000.0
8349,United States of America,Bachelor’s degree,2.0,75000.0
8352,United States of America,Bachelor’s degree,6.0,165000.0
8356,United States of America,Bachelor’s degree,6.0,110000.0
8357,United States of America,Master’s degree,10.0,150000.0
8358,Germany,Less than a Bachelors degree,22.0,42158.0
8360,United Kingdom of Great Britain and Northern Ireland,Master’s degree,12.0,98237.0
8363,Australia,Bachelor’s degree,20.0,80172.0
8365,Canada,Bachelor’s degree,4.0,75631.0
