,Country,EdLevel,YearsCodePro,Salary
33582,United States of America,Less than a Bachelors degree,7.0,110000.0
33591,United States of America,Bachelor’s degree,4.0,146000.0
33593,Brazil,Post graduation,18.0,19236.0
33596,Netherlands,Less than a Bachelors degree,2.0,41508.0
33601,Canada,Less than a Bachelors degree,2.0,41597.0
33603,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,59459.0
33612,India,Bachelor’s degree,9.0,67016.0
33614,India,Bachelor’s degree,12.0,20244.0
33617,Germany,Bachelor’s degree,4.0,58368.0
33620,Germany,Master’s degree,3.0,64859.0
33621,United States of America,Bachelor’s degree,0.5,58000.0
33627,Germany,Bachelor’s degree,0.5,43980.0
33632,Brazil,Bachelor’s degree,10.0,38484.0
33636,United States of America,Less than a Bachelors degree,4.0,36000.0
33638,India,Master’s degree,7.0,27923.0
33644,Australia,Bachelor’s degree,36.0,98210.0
33651,Australia,Bachelor’s degree,19.0,86853.0
33652,United States of America,Bachelor’s degree,33.0,190000.0
33653,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,38778.0
33655,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,16.0,56874.0
33667,India,Master’s degree,5.0,18150.0
33668,Germany,Master’s degree,5.0,43239.0
33674,Germany,Bachelor’s degree,3.0,54049.0
33676,Germany,Master’s degree,2.0,32424.0
33679,Netherlands,Post graduation,15.0,64859.0
33680,India,Bachelor’s degree,4.0,12566.0
33684,Spain,Less than a Bachelors degree,2.0,21620.0
33691,France,Master’s degree,1.0,33732.0
33692,Germany,Less than a Bachelors degree,3.0,38915.0
33694,Italy,Post graduation,15.0,37834.0
33698,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,55582.0
33699,Spain,Master’s degree,10.0,44861.0
33709,Australia,Bachelor’s degree,18.0,87521.0
33711,United States of America,Bachelor’s degree,7.0,160000.0
33714,United Kingdom of Great Britain and Northern Ireland,Master’s degree,2.0,76263.0
33717,Spain,Post graduation,15.0,38915.0
33718,United States of America,Post graduation,6.0,160000.0
33721,Germany,Less than a Bachelors degree,6.0,59304.0
33723,Brazil,Bachelor’s degree,3.0,39400.0
33727,France,Master’s degree,7.0,59454.0
33728,France,Master’s degree,23.0,70264.0
33734,Netherlands,Master’s degree,7.0,53184.0
33736,United States of America,Master’s degree,27.0,190000.0
33745,Brazil,Less than a Bachelors degree,10.0,30240.0
33749,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,25.0,96945.0
33751,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,64630.0
33762,Brazil,Bachelor’s degree,7.0,23823.0
33764,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,20.0,116333.0
33767,United Kingdom of Great Britain and Northern Ireland,Master’s degree,16.0,90482.0
33770,France,Bachelor’s degree,5.0,39996.0
33772,Germany,Master’s degree,8.0,72426.0
33777,United States of America,Master’s degree,28.0,76000.0
33778,Canada,Master’s degree,4.0,75631.0
33782,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,51704.0
33784,Canada,Bachelor’s degree,4.0,22692.0
33787,India,Bachelor’s degree,13.0,76789.0
33790,Netherlands,Master’s degree,12.0,90802.0
33792,United States of America,Master’s degree,6.0,75000.0
33794,Netherlands,Bachelor’s degree,8.0,51888.0
33801,United States of America,Less than a Bachelors degree,24.0,85000.0
33803,Spain,Post graduation,9.0,57292.0
33805,Germany,Master’s degree,6.0,75669.0
33809,United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,45241.0
33810,India,Master’s degree,10.0,20384.0
33822,Spain,Master’s degree,0.5,20539.0
33826,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,116333.0
33835,France,Master’s degree,6.0,70320.0
33841,Australia,Master’s degree,15.0,106895.0
33846,Canada,Master’s degree,4.0,90758.0
33848,Brazil,Bachelor’s degree,16.0,41232.0
33850,United States of America,Bachelor’s degree,10.0,135000.0
33851,Germany,Post graduation,10.0,64859.0
33853,Germany,Master’s degree,8.0,73831.0
33854,United States of America,Bachelor’s degree,16.0,175000.0
33857,United States of America,Bachelor’s degree,2.0,115000.0
33861,Brazil,Less than a Bachelors degree,4.0,10992.0
33863,United States of America,Bachelor’s degree,2.0,68000.0
33865,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,69800.0
33868,India,Post graduation,22.0,12564.0
33871,France,Master’s degree,25.0,71340.0
33872,India,Bachelor’s degree,6.0,16056.0
33874,India,Bachelor’s degree,3.0,18150.0
33877,United States of America,Bachelor’s degree,14.0,121000.0
33881,Canada,Less than a Bachelors degree,15.0,52942.0
33883,United States of America,Bachelor’s degree,3.0,59000.0
33886,France,Master’s degree,8.0,43239.0
33887,Italy,Less than a Bachelors degree,4.0,16860.0
33889,India,Master’s degree,5.0,11658.0
33895,Germany,Master’s degree,15.0,63778.0
33896,France,Master’s degree,3.0,44320.0
33903,France,Master’s degree,8.0,64859.0
33920,Brazil,Less than a Bachelors degree,17.0,21189.0
33923,Netherlands,Master’s degree,6.0,70264.0
33933,Brazil,Less than a Bachelors degree,5.0,35736.0
33936,United States of America,Bachelor’s degree,6.0,82000.0
33937,India,Master’s degree,11.0,27923.0
33941,India,Bachelor’s degree,7.0,11616.0
33945,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,122796.0
33946,Brazil,Bachelor’s degree,5.0,43980.0
33957,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,30.0,92052.0
33965,United States of America,Master’s degree,10.0,130000.0
33967,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,64630.0
33970,United States of America,Less than a Bachelors degree,17.0,55000.0
33971,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,51704.0
33973,Canada,Bachelor’s degree,4.0,45379.0
33975,United States of America,Bachelor’s degree,20.0,180000.0
33984,United States of America,Bachelor’s degree,21.0,145000.0
33987,Germany,Less than a Bachelors degree,15.0,43239.0
33993,Germany,Bachelor’s degree,8.0,77831.0
34000,United States of America,Bachelor’s degree,5.0,70000.0
34002,Netherlands,Master’s degree,7.0,56211.0
34003,United States of America,Bachelor’s degree,43.0,115000.0
34008,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,20.0,109871.0
34009,United States of America,Bachelor’s degree,22.0,135000.0
34016,United States of America,Less than a Bachelors degree,10.0,145000.0
34017,Brazil,Bachelor’s degree,12.0,32988.0
34020,India,Bachelor’s degree,10.0,25131.0
34022,Brazil,Less than a Bachelors degree,10.0,18756.0
34024,United States of America,Bachelor’s degree,18.0,175000.0
34025,Canada,Bachelor’s degree,5.0,68824.0
34031,Netherlands,Master’s degree,20.0,129718.0
34042,United States of America,Less than a Bachelors degree,27.0,110000.0
34050,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,10.0,201648.0
34051,Canada,Master’s degree,15.0,86976.0
34054,United States of America,Bachelor’s degree,5.0,103000.0
34056,Italy,Bachelor’s degree,10.0,17508.0
34058,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,85634.0
34062,United States of America,Bachelor’s degree,10.0,115000.0
34064,Brazil,Less than a Bachelors degree,5.0,30240.0
34067,Netherlands,Less than a Bachelors degree,3.0,35028.0
34069,United Kingdom of Great Britain and Northern Ireland,Post graduation,13.0,109871.0
34070,Brazil,Less than a Bachelors degree,2.0,17316.0
34077,Canada,Bachelor’s degree,3.0,56723.0
34083,United States of America,Bachelor’s degree,1.0,95000.0
34085,India,Bachelor’s degree,8.0,21641.0
34088,United States of America,Bachelor’s degree,5.0,100000.0
34090,United States of America,Bachelor’s degree,10.0,180000.0
34091,United States of America,Less than a Bachelors degree,6.0,95000.0
34093,India,Bachelor’s degree,10.0,55847.0
34094,Brazil,Bachelor’s degree,3.0,21372.0
34101,India,Bachelor’s degree,7.0,14939.0
34112,United Kingdom of Great Britain and Northern Ireland,Master’s degree,14.0,90482.0
34115,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,47826.0
34118,United States of America,Bachelor’s degree,3.0,95000.0
34124,United States of America,Less than a Bachelors degree,35.0,163500.0
34126,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,67215.0
34129,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,96945.0
34136,United States of America,Bachelor’s degree,18.0,150000.0
34139,United States of America,Post graduation,50.0,160000.0
34142,United States of America,Bachelor’s degree,20.0,140000.0
34143,France,Bachelor’s degree,2.0,51887.0
34145,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,103408.0
34147,United States of America,Bachelor’s degree,14.0,108000.0
34149,Germany,Master’s degree,12.0,129718.0
34151,Germany,Post graduation,25.0,51888.0
34153,France,Master’s degree,1.0,15564.0
34154,Italy,Master’s degree,29.0,37834.0
34155,United States of America,Bachelor’s degree,8.0,102500.0
34157,United States of America,Bachelor’s degree,16.0,165000.0
34158,France,Post graduation,1.0,41077.0
34159,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,1.0,33607.0
34161,Spain,Master’s degree,11.0,75669.0
34162,India,Master’s degree,18.0,55847.0
34164,United States of America,Less than a Bachelors degree,6.0,110000.0
34166,United States of America,Less than a Bachelors degree,23.0,150000.0
34167,Brazil,Master’s degree,14.0,93456.0
34169,Canada,Bachelor’s degree,10.0,94539.0
34170,United Kingdom of Great Britain and Northern Ireland,Post graduation,18.0,96945.0
34174,Netherlands,Bachelor’s degree,1.0,63778.0
34177,India,Master’s degree,1.0,10471.0
34180,United States of America,Less than a Bachelors degree,11.0,76000.0
34182,Germany,Master’s degree,2.0,54049.0
34183,United States of America,Bachelor’s degree,1.0,70000.0
34185,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,2.0,23267.0
34188,Germany,Bachelor’s degree,16.0,58368.0
34190,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,59459.0
34193,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,9.0,85311.0
34196,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,73032.0
34197,Germany,Master’s degree,11.0,88640.0
34205,United Kingdom of Great Britain and Northern Ireland,Master’s degree,25.0,67215.0
34211,Canada,Bachelor’s degree,14.0,143699.0
34213,Brazil,Bachelor’s degree,10.0,49476.0
34214,Netherlands,Master’s degree,22.0,81074.0
34217,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,58167.0
34219,Canada,Master’s degree,5.0,45384.0
34223,Germany,Post graduation,17.0,64859.0
34226,France,Master’s degree,2.0,51887.0
34231,India,Master’s degree,14.0,24433.0
34233,Germany,Post graduation,20.0,103774.0
34234,Italy,Less than a Bachelors degree,7.0,43239.0
34235,United States of America,Bachelor’s degree,7.0,101000.0
34237,United States of America,Bachelor’s degree,14.0,120000.0
34239,United States of America,Bachelor’s degree,8.0,83889.0
34241,Spain,Less than a Bachelors degree,15.0,97284.0
34242,Brazil,Bachelor’s degree,5.0,21996.0
34244,Canada,Less than a Bachelors degree,2.0,37816.0
34252,Spain,Bachelor’s degree,6.0,50806.0
34258,United States of America,Less than a Bachelors degree,1.0,47000.0
34264,Italy,Master’s degree,3.0,18156.0
34269,Netherlands,Bachelor’s degree,4.0,77831.0
34272,Canada,Bachelor’s degree,0.5,60505.0
34278,India,Bachelor’s degree,3.0,15084.0
34280,Brazil,Bachelor’s degree,4.0,24744.0
34287,Australia,Less than a Bachelors degree,1.0,46099.0
34289,India,Bachelor’s degree,4.0,16754.0
34293,Netherlands,Bachelor’s degree,1.0,135100.0
34295,Germany,Less than a Bachelors degree,8.0,62697.0
34298,France,Master’s degree,2.0,43239.0
34300,United States of America,Bachelor’s degree,4.0,60000.0
34301,United States of America,Bachelor’s degree,2.0,52000.0
34304,France,Post graduation,17.0,64860.0
34313,Germany,Less than a Bachelors degree,3.0,59454.0
34316,United States of America,Bachelor’s degree,11.0,93000.0
34318,Germany,Less than a Bachelors degree,3.0,33732.0
34319,Italy,Less than a Bachelors degree,15.0,21620.0
34321,Italy,Less than a Bachelors degree,2.0,19452.0
34323,France,Master’s degree,5.0,45401.0
34325,Canada,Bachelor’s degree,6.0,79413.0
34334,United States of America,Master’s degree,0.5,75000.0
34335,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,10.0,36193.0
34342,Canada,Master’s degree,3.0,49160.0
34347,India,Bachelor’s degree,1.0,57804.0
34348,United States of America,Bachelor’s degree,2.0,73000.0
34352,Germany,Master’s degree,24.0,88640.0
34356,Brazil,Less than a Bachelors degree,0.5,10995.0
34362,France,Master’s degree,4.0,37834.0
34367,Spain,Bachelor’s degree,3.0,22701.0
34378,United States of America,Bachelor’s degree,30.0,99000.0
34382,Canada,Less than a Bachelors degree,17.0,90758.0
34390,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,103408.0
34391,United States of America,Bachelor’s degree,7.0,70000.0
34392,India,Master’s degree,7.0,15079.0
34393,Brazil,Bachelor’s degree,4.0,37104.0
34394,Brazil,Bachelor’s degree,5.0,21762.0
34396,United States of America,Less than a Bachelors degree,15.0,120000.0
34398,India,Bachelor’s degree,5.0,41885.0
34399,United States of America,Bachelor’s degree,8.0,140000.0
34404,United States of America,Bachelor’s degree,4.0,113000.0
34408,United States of America,Bachelor’s degree,5.0,125000.0
34411,Netherlands,Master’s degree,5.0,75669.0
34412,Spain,Less than a Bachelors degree,26.0,32429.0
34413,United States of America,Bachelor’s degree,12.0,80000.0
34421,Germany,Post graduation,20.0,64860.0
34424,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,5.0,90277.0
34425,Germany,Less than a Bachelors degree,2.0,38916.0
34432,United States of America,Master’s degree,16.0,95000.0
34434,Brazil,Master’s degree,16.0,38484.0
34435,Germany,Post graduation,9.0,116746.0
34437,Canada,Bachelor’s degree,4.0,117229.0
34438,United States of America,Master’s degree,16.0,137000.0
34440,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,56874.0
34442,Italy,Master’s degree,6.0,48644.0
34450,Spain,Post graduation,5.0,43239.0
34455,Germany,Master’s degree,1.0,41508.0
34457,United States of America,Bachelor’s degree,3.0,120000.0
34460,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,116333.0
34461,United States of America,Less than a Bachelors degree,4.0,110000.0
34463,United States of America,Bachelor’s degree,8.0,80000.0
34468,India,Bachelor’s degree,6.0,19546.0
34471,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,16.0,48472.0
34489,United States of America,Bachelor’s degree,10.0,110000.0
34491,Spain,Master’s degree,9.0,64859.0
34493,United States of America,Master’s degree,10.0,145800.0
34498,Germany,Less than a Bachelors degree,7.0,39726.0
34500,Canada,Bachelor’s degree,1.0,12252.0
34521,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,6.0,46727.0
34523,United States of America,Master’s degree,5.0,95000.0
34526,Germany,Bachelor’s degree,3.0,43239.0
34527,Canada,Less than a Bachelors degree,29.0,100000.0
34528,Canada,Bachelor’s degree,1.0,49160.0
34530,Canada,Less than a Bachelors degree,0.5,37816.0
34531,Canada,Less than a Bachelors degree,0.5,43866.0
34537,Germany,Master’s degree,8.0,70264.0
34540,United States of America,Bachelor’s degree,6.0,100000.0
34545,Canada,Bachelor’s degree,6.0,79413.0
34547,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,69154.0
34551,United States of America,Master’s degree,8.0,140000.0
34554,France,Master’s degree,5.0,28536.0
34559,France,Bachelor’s degree,3.0,45401.0
34563,Canada,Less than a Bachelors degree,1.0,41597.0
34566,United States of America,Bachelor’s degree,8.0,225000.0
34569,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,24.0,103408.0
34571,India,Bachelor’s degree,7.0,25131.0
34572,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,57003.0
34573,Brazil,Less than a Bachelors degree,2.0,13740.0
34577,Canada,Bachelor’s degree,15.0,115716.0
34581,United States of America,Bachelor’s degree,13.0,122000.0
34585,India,Bachelor’s degree,4.0,11867.0
34587,Italy,Master’s degree,24.0,56946.0
34588,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,33.0,71093.0
34592,Italy,Bachelor’s degree,12.0,50806.0
34597,France,Master’s degree,18.0,70264.0
34600,United Kingdom of Great Britain and Northern Ireland,Master’s degree,11.0,51704.0
34605,Germany,Master’s degree,13.0,78692.0
34606,United States of America,Master’s degree,8.0,90000.0
34611,United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,84019.0
34615,France,Post graduation,8.0,28536.0
34622,Canada,Less than a Bachelors degree,2.0,36300.0
34624,Brazil,Less than a Bachelors degree,2.0,38484.0
34630,Canada,Less than a Bachelors degree,1.0,20880.0
34633,India,Bachelor’s degree,7.0,33504.0
34647,Germany,Master’s degree,0.5,64859.0
34648,United States of America,Master’s degree,15.0,134000.0
34653,Brazil,Bachelor’s degree,2.0,17868.0
34658,India,Bachelor’s degree,6.0,10388.0
34662,Germany,Post graduation,2.0,37942.0
34663,India,Bachelor’s degree,5.0,18150.0
34665,Germany,Less than a Bachelors degree,6.0,77832.0
34679,United States of America,Bachelor’s degree,33.0,140000.0
34685,France,Master’s degree,6.0,35672.0
34686,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,13.0,69804.0
34688,Canada,Less than a Bachelors degree,1.0,26471.0
34691,France,Master’s degree,2.0,46482.0
34692,India,Bachelor’s degree,8.0,16754.0
34693,United States of America,Bachelor’s degree,30.0,150000.0
34697,India,Bachelor’s degree,4.0,16335.0
34704,United States of America,Master’s degree,5.0,150000.0
34707,Italy,Master’s degree,10.0,56211.0
34710,United States of America,Less than a Bachelors degree,10.0,218000.0
34713,United States of America,Bachelor’s degree,23.0,125000.0
34714,India,Bachelor’s degree,11.0,14464.0
34715,United States of America,Master’s degree,15.0,100000.0
34716,United States of America,Less than a Bachelors degree,30.0,80000.0
34718,France,Master’s degree,2.0,36753.0
34719,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,7.0,155111.0
34722,United States of America,Bachelor’s degree,26.0,60000.0
34723,Netherlands,Less than a Bachelors degree,9.0,53172.0
34729,United States of America,Bachelor’s degree,24.0,250000.0
34731,United Kingdom of Great Britain and Northern Ireland,Master’s degree,24.0,76263.0
34733,Italy,Bachelor’s degree,9.0,29186.0
34736,Germany,Bachelor’s degree,17.0,70264.0
34749,India,Bachelor’s degree,10.0,60000.0
34756,United States of America,Bachelor’s degree,13.0,110000.0
34759,India,Bachelor’s degree,10.0,125656.0
34762,United States of America,Bachelor’s degree,13.0,87000.0
34768,United States of America,Less than a Bachelors degree,14.0,105000.0
34772,United States of America,Master’s degree,3.0,60000.0
34780,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,67215.0
34782,Spain,Bachelor’s degree,6.0,48644.0
34789,United States of America,Bachelor’s degree,11.0,93365.0
34790,United States of America,Master’s degree,9.0,150000.0
34791,United States of America,Bachelor’s degree,2.0,56000.0
34798,India,Bachelor’s degree,2.0,25128.0
34800,United States of America,Less than a Bachelors degree,10.0,135000.0
34810,India,Bachelor’s degree,15.0,50262.0
34813,United States of America,Bachelor’s degree,3.0,65000.0
34817,Italy,Bachelor’s degree,15.0,38915.0
34823,Canada,Less than a Bachelors degree,3.0,56723.0
34829,United States of America,Bachelor’s degree,25.0,140000.0
34831,Brazil,Less than a Bachelors degree,22.0,74450.0
34833,Canada,Bachelor’s degree,5.0,98321.0
34835,United States of America,Bachelor’s degree,1.0,50500.0
34841,United States of America,Master’s degree,5.0,113447.0
34844,United States of America,Bachelor’s degree,20.0,120000.0
34848,Netherlands,Master’s degree,22.0,93396.0
34854,United States of America,Bachelor’s degree,13.0,125000.0
34859,Germany,Bachelor’s degree,5.0,70912.0
34874,France,Bachelor’s degree,4.0,73507.0
34879,United States of America,Bachelor’s degree,6.0,127000.0
34882,United States of America,Post graduation,10.0,75000.0
34887,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,2.0,51704.0
34888,Italy,Master’s degree,4.0,31348.0
34890,United States of America,Bachelor’s degree,6.0,80340.0
34891,United States of America,Bachelor’s degree,14.0,131000.0
34894,Brazil,Master’s degree,4.0,15120.0
34896,United States of America,Bachelor’s degree,7.0,169950.0
34897,Canada,Bachelor’s degree,21.0,60505.0
34899,United States of America,Bachelor’s degree,30.0,170000.0
34905,United States of America,Bachelor’s degree,14.0,98000.0
34920,United States of America,Bachelor’s degree,8.0,110000.0
34921,United States of America,Bachelor’s degree,3.0,95000.0
34928,France,Master’s degree,9.0,88640.0
34937,India,Bachelor’s degree,4.0,32112.0
34943,United States of America,Bachelor’s degree,4.0,70000.0
34944,United States of America,Less than a Bachelors degree,0.5,40000.0
34947,United States of America,Bachelor’s degree,6.0,86600.0
34951,United States of America,Bachelor’s degree,25.0,130000.0
34955,Canada,Bachelor’s degree,4.0,56723.0
34958,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,38778.0
34962,United States of America,Master’s degree,27.0,134000.0
34966,United States of America,Master’s degree,8.0,78000.0
34968,United Kingdom of Great Britain and Northern Ireland,Master’s degree,23.0,112456.0
34970,India,Bachelor’s degree,3.0,16754.0
34974,United States of America,Bachelor’s degree,41.0,125000.0
34979,France,Master’s degree,2.0,47563.0
34980,Germany,Post graduation,8.0,62244.0
34982,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,100248.0
34984,United States of America,Master’s degree,10.0,145000.0
34986,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors degree,10.0,64630.0
34995,France,Bachelor’s degree,3.0,41077.0
34997,United States of America,Post graduation,4.0,175000.0
35001,Netherlands,Master’s degree,5.0,48644.0
35004,Canada,Bachelor’s degree,6.0,189078.0
35014,United States of America,Bachelor’s degree,33.0,147500.0
35015,United States of America,Bachelor’s degree,8.0,150000.0
35018,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,49119.0
35020,United States of America,Master’s degree,14.0,166000.0
35027,United States of America,Less than a Bachelors degree,3.0,70000.0
35028,Brazil,Bachelor’s degree,7.0,18696.0
35030,United States of America,Bachelor’s degree,3.0,75000.0
35034,United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,54289.0
35035,India,Bachelor’s degree,10.0,20943.0
35036,United States of America,Less than a Bachelors degree,2.0,90000.0
35037,United States of America,Bachelor’s degree,2.0,78000.0
35043,United States of America,Less than a Bachelors degree,28.0,185000.0
35045,Canada,Master’s degree,6.0,103817.0
35048,Brazil,Bachelor’s degree,8.0,19788.0
35049,India,Bachelor’s degree,5.0,69809.0
35053,Canada,Less than a Bachelors degree,10.0,30253.0
35055,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,64630.0
35059,India,Bachelor’s degree,23.0,97732.0
35062,United States of America,Less than a Bachelors degree,22.0,130000.0
35065,Brazil,Bachelor’s degree,20.0,20616.0
35067,United States of America,Bachelor’s degree,15.0,165000.0
35078,Brazil,Bachelor’s degree,3.0,23364.0
35079,Germany,Master’s degree,12.0,97288.0
35082,United States of America,Less than a Bachelors degree,16.0,125000.0
35083,United States of America,Bachelor’s degree,19.0,89000.0
35094,United States of America,Bachelor’s degree,0.5,58600.0
35096,United States of America,Bachelor’s degree,6.0,130000.0
35102,United States of America,Bachelor’s degree,6.0,132800.0
35107,United States of America,Bachelor’s degree,6.0,180000.0
35119,United States of America,Bachelor’s degree,15.0,180000.0
35120,United States of America,Bachelor’s degree,6.0,82000.0
35123,United States of America,Bachelor’s degree,2.0,32500.0
35126,United States of America,Less than a Bachelors degree,16.0,150000.0
35127,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,19.0,72385.0
35133,United States of America,Bachelor’s degree,12.0,130000.0
35135,Brazil,Bachelor’s degree,5.0,21996.0
35141,Canada,Bachelor’s degree,3.0,56723.0
35144,India,Bachelor’s degree,0.5,23460.0
35151,Australia,Less than a Bachelors degree,4.0,90193.0
35156,United States of America,Bachelor’s degree,8.0,112000.0
35157,United States of America,Less than a Bachelors degree,13.0,160000.0
35159,Germany,Master’s degree,13.0,162147.0
35163,United States of America,Less than a Bachelors degree,7.0,113000.0
35168,United States of America,Less than a Bachelors degree,2.0,48360.0
35171,Brazil,Master’s degree,23.0,65000.0
35176,United States of America,Bachelor’s degree,8.0,80000.0
35184,India,Bachelor’s degree,0.5,24573.0
35185,Canada,Bachelor’s degree,11.0,60505.0
35189,United States of America,Bachelor’s degree,4.0,199800.0
35207,United States of America,Bachelor’s degree,12.0,130000.0
35208,France,Master’s degree,7.0,58373.0
35209,Canada,Master’s degree,11.0,70337.0
35218,United States of America,Less than a Bachelors degree,0.5,60000.0
35219,Brazil,Less than a Bachelors degree,4.0,15120.0
35220,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,77556.0
35227,United States of America,Bachelor’s degree,6.0,99000.0
35228,Brazil,Less than a Bachelors degree,7.0,49476.0
35230,United States of America,Less than a Bachelors degree,15.0,200000.0
35232,Brazil,Less than a Bachelors degree,7.0,27492.0
35236,United States of America,Bachelor’s degree,12.0,170000.0
35237,United States of America,Master’s degree,4.0,86000.0
35239,India,Bachelor’s degree,3.0,12060.0
35240,Canada,Bachelor’s degree,4.0,60505.0
35242,Germany,Master’s degree,5.0,72426.0
35244,United States of America,Less than a Bachelors degree,12.0,90000.0
35247,United States of America,Less than a Bachelors degree,21.0,140000.0
35252,Germany,Less than a Bachelors degree,17.0,59454.0
35254,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,55375.0
35257,Brazil,Less than a Bachelors degree,12.0,32988.0
35262,United States of America,Master’s degree,3.0,135000.0
35263,Germany,Master’s degree,7.0,64859.0
35264,United States of America,Less than a Bachelors degree,13.0,210000.0
35268,United States of America,Bachelor’s degree,7.0,145000.0
35270,Canada,Bachelor’s degree,8.0,62774.0
35271,Canada,Less than a Bachelors degree,8.0,121010.0
35272,Brazil,Master’s degree,3.0,15120.0
35280,United States of America,Bachelor’s degree,8.0,135000.0
35281,United States of America,Bachelor’s degree,12.0,105000.0
35286,United States of America,Post graduation,6.0,70500.0
35287,United States of America,Post graduation,27.0,65000.0
35288,United States of America,Master’s degree,4.0,90000.0
35299,United States of America,Bachelor’s degree,36.0,155000.0
35300,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,61527.0
35301,United States of America,Master’s degree,4.0,110000.0
35302,United States of America,Master’s degree,10.0,165000.0
35303,United States of America,Bachelor’s degree,5.0,200000.0
35305,United States of America,Bachelor’s degree,2.0,80000.0
35310,Brazil,Less than a Bachelors degree,5.0,20616.0
35312,Canada,Bachelor’s degree,15.0,75631.0
35315,United States of America,Less than a Bachelors degree,7.0,140000.0
35316,Germany,Less than a Bachelors degree,8.0,64859.0
35317,United States of America,Bachelor’s degree,4.0,90000.0
35321,United States of America,Master’s degree,12.0,160000.0
35322,Netherlands,Master’s degree,3.0,47352.0
35323,France,Master’s degree,6.0,44320.0
35339,United States of America,Master’s degree,15.0,150000.0
35342,United States of America,Post graduation,19.0,175000.0
35346,United States of America,Master’s degree,3.0,81500.0
35348,Brazil,Less than a Bachelors degree,10.0,17184.0
35349,Canada,Bachelor’s degree,6.0,60505.0
35353,United States of America,Bachelor’s degree,26.0,115000.0
35355,United States of America,Less than a Bachelors degree,5.0,70000.0
35361,United States of America,Bachelor’s degree,19.0,160000.0
35363,United States of America,Bachelor’s degree,34.0,155000.0
35365,United States of America,Bachelor’s degree,2.0,56000.0
35366,United States of America,Master’s degree,8.0,90000.0
35370,Canada,Master’s degree,1.0,46135.0
35372,United States of America,Less than a Bachelors degree,20.0,173000.0
35373,United States of America,Less than a Bachelors degree,5.0,80000.0
35375,Germany,Less than a Bachelors degree,20.0,75885.0
